state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage
Assam,Chirang,0,154,26085,133,0,682,196,13551,2.87,24
Assam,Dhubri,5,281,73616,674,0,775,235,21217,0.38,4
Assam,Goalpara,427,226,54454,367,0,1029,965,27210,13.15,165
Assam,Kokrajhar,17,143,46401,377,0,648,476,22678,8.72,69
Assam,Dhemaji,0,404,60468,412,0,77,227,18338,12.27,59
Assam,Lakhimpur,0,1081,74250,950,0,845,452,23258,0.21,4
Assam,Sonitpur,110,968,98441,526,0,778,521,34627,8.25,144
Assam,Udalguri,0,544,44929,420,0,1427,305,17074,2.99,59
Assam,Cachar,25,1146,93939,719,0,1116,1083,33188,7.43,168
Assam,Dima Hasao,121,34,19519,28,0,29,319,10009,26.98,17
Assam,Hailakandi,0,563,46145,393,0,7,363,17962,8.77,50
Assam,Karimganj,0,489,60836,565,0,148,233,22259,9.89,63
Bihar,Madhepura,1440,191,118846,90,321,185,1421,38791,6.56,24
Bihar,Saharsa,0,139,124215,202,0,257,1425,37997,3.54,14
Bihar,Supaul,0,90,123348,345,111,832,1922,41209,6.29,58
Bihar,Purnia,0,410,221192,579,0,34,2303,78728,12.61,56
Bihar,Araria,0,271,137164,560,0,210,1765,48610,6.03,29
Bihar,Katihar,0,74,115548,181,112,1121,2270,62844,5.44,65
Bihar,Kishanganj,0,74,76430,118,0,947,1154,32352,5.78,59
Bihar,Aurangabad,0,856,100772,538,0,20,1376,45373,13.01,114
Bihar,Arwal,0,59,33986,77,0,0,466,13311,1.69,1
Bihar,Gaya,9084,1420,219795,836,0,230,2665,100768,7.27,120
Bihar,Kaimur,2428,269,92395,277,0,20,990,31185,3.81,11
Bihar,Rohtas,1202,1222,163422,569,0,86,2049,59903,3.98,52
Bihar,Bhagalpur,0,653,212642,867,0,1670,2380,78291,0.99,23
Bihar,Banka,179,255,124276,184,812,446,823,35976,1.3,9
Bihar,Lakhisarai,22,175,45243,147,0,198,756,19442,4.56,17
Bihar,Munger,0,434,82565,183,0,714,1080,33517,0.17,2
Bihar,Muzaffarpur,0,89,237515,744,0,231,3414,112402,9.38,30
Bihar,Sheohar,0,10,55610,96,0,0,489,13143,0.0,0
Bihar,Sitamarhi,0,50,177406,153,0,0,2190,61452,20.0,10
Bihar,Vaishali,0,170,217269,805,0,300,2301,62362,12.77,60
Bihar,Nalanda,1785,441,223102,249,0,169,2050,71994,6.56,40
Bihar,Jehanabad,13,23,61883,96,0,113,756,27957,17.65,24
Bihar,Nawada,6071,477,130207,174,401,739,1870,43755,8.55,104
Bihar,Sheikhpura,0,92,41190,87,90,198,437,13330,0.0,0
Bihar,Darbhanga,0,445,257722,1345,0,90,3190,88549,2.8,15
Bihar,Madhubani,0,146,254321,786,0,0,2863,81225,2.74,4
Bihar,Samastipur,0,47,248225,602,0,23,2810,87501,0.0,0
Bihar,Patna,464,1970,493723,1920,0,1398,7655,217421,7.19,242
Bihar,Begusarai,0,598,198513,345,0,154,2058,67694,5.05,38
Bihar,Bhojpur,0,221,144260,465,0,49,1934,55935,14.81,40
Bihar,Buxar,1304,646,108492,374,0,6,967,32090,7.36,48
Bihar,Khagaria,66,348,87465,155,0,173,950,30968,7.49,39
Bihar,Saran,0,268,278922,539,0,45,2549,94866,15.02,47
Bihar,Siwan,407,581,278931,502,0,102,2253,70352,17.13,117
Bihar,Gopalganj,0,144,141927,336,0,14,1557,45402,13.92,22
Bihar,East Champaran,0,575,247607,1468,0,76,3347,102465,5.99,39
Bihar,West Champaran,497,121,158411,883,58,137,2451,71960,8.53,22
Bihar,Jamui,154,186,102379,97,401,910,1130,34199,3.1,34
Chandigarh,Chandigarh,0,907,194098,1052,0,3872,2922,65623,4.0,191
Chhattisgarh,Raipur,353,794,322574,394,0,198,107,62373,9.88,98
Chhattisgarh,Balod,6449,347,163318,200,0,11,2,9630,6.15,22
Chhattisgarh,Baloda bazar,463,219,183648,114,0,11,5,9930,13.64,30
Chhattisgarh,Balrampur,5798,72,125212,82,0,6,7,12139,15.38,12
Chhattisgarh,Bastar,642,266,136823,174,0,45,18,22246,28.62,89
Chhattisgarh,Bemetara,10550,108,92028,35,0,8,1,6249,3.45,4
Chhattisgarh,Bijapur,899,47,36047,27,0,3,7,17130,0.0,0
Chhattisgarh,Bilaspur,297,292,312417,218,0,26,22,30214,13.21,42
Chhattisgarh,Dantewada,360,63,56424,25,0,11,5,13641,8.11,6
Chhattisgarh,Dhamtari,562,41,167953,45,0,9,5,10365,0.0,0
Chhattisgarh,Durg,3148,589,333633,412,0,106,49,35615,30.94,215
Chhattisgarh,Gariaband,599,70,98832,68,0,0,1,6786,14.29,10
Chhattisgarh,Janjgir-Champa,0,780,260448,190,0,13,5,14810,10.97,87
Chhattisgarh,Jashpur,1931,29,154398,27,0,1,0,14836,0.0,0
Chhattisgarh,Kanker,3412,183,134071,64,0,43,9,21188,10.62,24
Chhattisgarh,Kondagaon,1900,59,105004,107,0,2,12,10074,14.75,9
Chhattisgarh,Korba,3678,1484,263901,1228,0,46,21,18211,9.15,140
Chhattisgarh,Koriya,6575,710,101617,225,0,5,10,10504,21.68,155
Chhattisgarh,Mahasamund,0,63,237027,42,0,15,4,10388,2.56,2
Chhattisgarh,Mungeli,387,9,124245,8,0,1,1,6031,0.0,0
Chhattisgarh,Narayanpur,20,40,15680,8,0,113,2,7026,4.58,7
Chhattisgarh,Raigarh,1814,50,350705,48,0,2,2,25792,15.38,8
Chhattisgarh,Rajnandgaon,1845,196,277907,75,0,16,9,20451,13.21,28
Chhattisgarh,Sukma,0,85,49214,36,0,102,2,21209,1.6,3
Chhattisgarh,Surajpur,0,122,162163,43,0,35,9,12910,14.65,23
Chhattisgarh,Surguja,70,123,211329,55,0,14,5,16494,2.19,3
Chhattisgarh,Kawardha,4200,175,117721,269,0,92,221,11835,4.87,13
Chhattisgarh,Gaurela Pendra Marwahi ,1250,87,63718,70,0,2,2,4039,12.36,11
Dadra and Nagar Haveli,Dadra and Nagar Haveli,198,188,34309,114,0,2183,2434,38175,4.6,109
Daman and Diu,Daman,30,125,28126,74,0,2856,2405,32082,0.97,29
Daman and Diu,Diu,0,111,10877,64,0,633,699,11018,0.81,6
Delhi,New Delhi,223,1212,234125,1264,29,1605,1174,103546,5.08,143
Delhi,Central Delhi,3575,1346,267738,1321,0,2793,2286,180763,3.89,161
Delhi,West Delhi,308,883,348266,1004,0,93,175,133196,11.68,114
Delhi,North West Delhi,2732,1209,324860,1519,0,643,1515,171073,5.83,108
Delhi,South East Delhi,3,1096,221439,1203,0,4598,3708,159270,2.92,166
Delhi,East Delhi,35,1066,184101,1009,0,516,977,84470,2.4,38
Delhi,North Delhi,254,560,176326,552,0,113,190,120507,18.87,127
Delhi,North East Delhi,396,804,139129,992,0,217,580,104813,6.76,69
Delhi,Shahdara,195,609,189187,634,0,163,1500,113151,2.33,18
Delhi,South Delhi,81,1584,239540,1395,0,6547,4945,186137,3.78,308
Delhi,South West Delhi,490,938,307333,1363,107,1815,1628,116875,2.8,77
Goa,North Goa,151,1895,145317,1073,0,1252,1365,50359,4.23,133
Goa,South Goa,253,1587,179466,1842,0,1109,1319,44755,7.2,194
Gujarat,Gandhinagar,0,2239,178903,1665,0,302,61,29409,4.68,119
Gujarat,Ahmedabad,9,2057,347531,1059,0,482,75,26239,3.58,91
Gujarat,Vadodara,531,2873,268138,2126,0,743,594,55810,2.6,94
Gujarat,Kheda,118,4304,306876,2725,0,183,192,57124,6.31,283
Gujarat,Surendranagar,48,2682,160355,2055,0,246,142,17643,5.87,172
Gujarat,Aravalli,176,1766,222226,317,0,20,19,21550,3.02,54
Gujarat,Banaskantha,0,5248,617188,4206,0,189,89,51402,1.16,63
Gujarat,Mehsana,0,2085,364832,2404,0,5592,4552,91712,4.08,313
Gujarat,Patan,0,1403,179915,1690,0,123,114,29322,11.4,174
Gujarat,Sabarkantha,27,3156,263292,2013,0,140,12,32238,2.55,84
Gujarat,Dang,0,23,30198,41,0,20,4,5387,16.28,7
Gujarat,Navsari,7,1049,255931,1120,0,138,50,29122,7.83,93
Gujarat,Surat,196,1512,188588,1050,0,179,142,36178,7.63,129
Gujarat,Tapi,0,2172,128891,1367,0,116,18,14818,4.02,92
Gujarat,Valsad,189,1733,243737,1157,0,814,339,37549,4.83,123
Gujarat,Devbhumi Dwaraka,0,992,105957,340,0,399,41,17051,4.24,59
Gujarat,Jamnagar,0,509,159995,605,0,274,305,42517,6.0,47
Gujarat,Kutch,1231,1450,258540,1061,0,4343,3182,84260,4.44,257
Gujarat,Morbi,50,944,114510,674,0,32,24,11550,8.61,84
Gujarat,Porbandar,0,383,133115,106,0,107,74,17709,8.16,40
Gujarat,Rajkot,585,1415,243982,1565,0,15,12,23563,9.09,130
Gujarat,Amreli,0,1570,234469,317,0,59,12,19764,4.97,81
Gujarat,Bhavnagar,0,1138,221784,793,0,82,25,44990,10.66,130
Gujarat,Botad,234,859,58860,596,0,21,3,8559,10.23,90
Gujarat,Gir Somnath,407,1902,167196,626,0,122,33,20183,6.23,126
Gujarat,Junagadh,0,1893,189679,1909,0,126,120,19498,7.48,151
Gujarat,Anand,0,3197,374484,1630,0,137,28,38134,4.38,146
Gujarat,Bharuch,0,3379,212438,1604,0,3979,3136,84665,3.15,232
Gujarat,Chhotaudepur,103,1618,156250,499,0,124,11,14233,3.33,58
Gujarat,Dahod,334,2791,317710,1073,0,464,70,30776,2.61,85
Gujarat,Mahisagar,22,1877,241916,157,0,345,9,15191,1.26,28
Gujarat,Narmada,0,849,124638,277,0,246,17,13098,2.28,25
Gujarat,Panchmahal,0,3512,283164,1679,0,295,24,26102,1.92,73
Haryana,Kurukshetra,0,1197,133281,677,0,1503,1415,34015,4.07,110
Haryana,Panchkula,0,833,115092,623,0,137,2069,55795,8.25,80
Haryana,Gurgaon,13,2787,380289,2223,4,9762,8652,231330,2.64,331
Haryana,Jhajjar,0,253,129916,604,0,338,883,38351,9.98,59
Haryana,Kaithal,31,1679,104033,815,0,246,919,41339,7.01,135
Haryana,Hisar,0,636,159210,632,0,779,1550,55666,7.42,105
Haryana,Rohtak,12,1308,130925,650,0,945,1238,45191,5.64,127
Haryana,Ambala,0,623,214752,731,0,1570,2283,96523,3.06,67
Haryana,Sirsa,0,884,172047,611,0,712,909,41678,12.16,194
Haryana,Panipat,62,429,129283,523,0,328,1305,45982,7.0,53
Haryana,Fatehabad,0,654,96663,743,0,890,1308,35521,8.16,126
Haryana,Yamunanagar,166,1848,168561,1093,0,177,726,45038,7.65,155
Haryana,Sonipat,178,1520,207826,1798,0,1508,1542,69510,6.34,192
Haryana,Faridabad,0,1211,314416,2144,0,5370,4484,124736,3.48,229
Haryana,Bhiwani,0,713,144828,943,0,568,1112,40174,8.51,109
Haryana,Charkhi Dadri,0,1084,94967,918,0,274,817,25409,3.83,52
Haryana,Rewari,0,1575,139235,1152,0,1413,1075,40219,2.07,62
Haryana,Karnal,375,2269,208990,941,0,2005,1282,65391,3.65,156
Haryana,Jind,0,799,122161,702,0,923,988,36648,6.27,108
Haryana,Nuh,0,522,39138,445,0,994,986,26385,6.2,94
Haryana,Mahendragarh,0,1302,136629,1063,0,169,1067,39052,5.37,79
Haryana,Palwal,0,681,137118,1439,0,627,1861,50328,6.27,82
Himachal Pradesh,Shimla,0,905,214007,383,0,352,930,31871,8.19,103
Himachal Pradesh,Solan,43,1958,130606,804,0,1145,1013,24368,4.09,127
Himachal Pradesh,Lahaul Spiti,0,24,8096,5,0,20,34,1207,13.64,6
Himachal Pradesh,Kullu,0,583,105498,210,0,169,512,12446,10.37,78
Himachal Pradesh,Sirmaur,0,699,87483,332,0,466,767,16358,9.87,115
Himachal Pradesh,Kangra,1300,2427,385901,1697,0,628,1551,40697,5.07,155
Himachal Pradesh,Chamba,0,656,111689,667,0,140,614,15588,9.3,74
Himachal Pradesh,Mandi,0,1019,276216,549,0,449,1016,28354,9.67,142
Himachal Pradesh,Kinnaur,0,79,23645,102,0,15,144,4187,17.02,16
Himachal Pradesh,Hamirpur,0,385,158867,172,0,134,461,12750,13.68,71
Himachal Pradesh,Una,0,770,146834,546,0,198,605,14467,14.67,142
Himachal Pradesh,Bilaspur,0,225,122888,165,0,83,388,11183,16.88,52
Jammu & Kashmir,Srinagar,356,1399,132409,2529,0,2252,3000,71934,4.08,149
Jammu & Kashmir,Kulgam,0,542,85879,1119,0,10,17,7557,15.94,88
Jammu & Kashmir,Shopian,0,7,64043,61,0,3,5,4412,0.0,0
Jammu & Kashmir,Bandipore,1047,469,72490,863,0,24,16,7537,25.76,127
Jammu & Kashmir,Anantnag,0,492,143748,1598,0,1011,656,17664,17.1,257
Jammu & Kashmir,Baramulla,1257,451,193918,1782,0,2531,2137,33257,3.96,118
Jammu & Kashmir,Kupwara,0,445,73721,1474,0,17,35,12706,10.39,48
Jammu & Kashmir,Pulwama,0,1658,95801,1805,0,260,136,15052,4.28,82
Jammu & Kashmir,Ganderbal,30,62,71223,158,0,9,10,5994,12.68,9
Jammu & Kashmir,Budgam,297,224,142643,959,27,1873,1305,26472,6.82,143
Jammu & Kashmir,Jammu,3770,575,389439,514,0,10572,4620,95666,1.76,196
Jammu & Kashmir,Kishtwar,900,277,42994,329,0,64,69,8082,14.37,49
Jammu & Kashmir,Doda,2059,191,70362,875,0,16,22,8485,15.94,33
Jammu & Kashmir,Udhampur,100,343,111326,606,0,5926,2813,33331,2.41,151
Jammu & Kashmir,Kathua,2141,426,126125,460,50,4730,2838,31000,2.6,134
Jammu & Kashmir,Ramban,558,209,61999,567,0,13,35,7484,26.13,58
Jammu & Kashmir,Samba,0,63,83553,94,0,73,62,10431,2.94,4
Jammu & Kashmir,Rajouri,4495,661,98509,1188,0,4864,2408,28131,4.07,225
Jammu & Kashmir,Poonch,500,410,91575,1199,0,12,15,8471,13.74,58
Jammu & Kashmir,Reasi,30,402,63417,852,0,291,115,9614,5.34,37
Jharkhand,Ranchi,0,971,236972,526,0,4560,3488,98132,4.26,236
Jharkhand,Koderma,25,96,61031,72,5,989,952,17337,4.15,45
Jharkhand,Bokaro,0,968,146109,212,0,505,799,50410,1.83,27
Jharkhand,Garhwa,1946,238,80647,195,7867,1631,744,29709,7.01,131
Jharkhand,Latehar,369,26,48492,49,1418,357,452,22671,4.44,17
Jharkhand,Chatra,0,70,74563,55,0,2,695,23390,52.78,38
Jharkhand,Palamu,174,1225,167258,204,337,823,1873,44641,9.86,202
Jharkhand,East Singhbhum,0,62,261217,1038,0,1227,1890,69229,0.08,1
Jharkhand,Seraikela Kharsawan,85,451,89071,235,0,82,721,26110,14.45,77
Jharkhand,Simdega,520,47,46110,30,4252,505,352,16006,3.26,18
Jharkhand,Lohardaga,59,33,44185,21,308,428,491,13206,8.46,39
Jharkhand,Gumla,851,94,85164,56,777,765,517,20962,5.94,51
Jharkhand,Khunti,175,31,52462,42,32,571,619,23631,12.96,78
Jharkhand,Deoghar,2257,1252,81328,895,0,584,1493,46797,6.75,124
Jharkhand,Ramgarh,211,339,77719,214,0,77,710,31756,5.77,24
Jharkhand,Hazaribagh,75,200,135281,201,53,695,1720,51271,7.26,65
Jharkhand,Giridih,0,199,153337,133,0,492,1697,49546,5.64,39
Jharkhand,Dhanbad,1,935,225235,360,0,90,1462,59979,5.37,55
Jharkhand,Dumka,101,286,104925,219,413,891,977,34140,2.8,33
Jharkhand,Jamtara,145,178,62847,192,195,667,845,22514,10.06,85
Jharkhand,Sahebganj,1801,211,49005,333,67,525,843,23254,5.98,44
Jharkhand,Pakur,16,422,60895,416,1403,708,770,22600,5.31,60
Jharkhand,Godda,476,179,72987,172,84,647,909,28207,12.59,104
Jharkhand,West Singhbhum,296,21,111408,104,363,437,1007,34540,15.72,72
Karnataka,Belgaum,2555,2286,523972,2071,0,2466,1911,71946,9.22,438
Karnataka,Bangalore Urban,0,2470,204738,1571,0,7861,3846,73616,3.38,349
Karnataka,Mysore,0,1970,633405,1802,0,5028,2330,76442,5.46,382
Karnataka,Gulbarga,16,1243,201310,1010,0,2585,1911,46085,8.93,342
Karnataka,Chitradurga,3510,3213,265000,3128,0,1452,892,24829,7.61,355
Karnataka,Dakshina Kannada,1,9524,260392,2187,0,2880,1987,64080,4.4,546
Karnataka,Bagalkot,28,2771,244491,2022,0,1419,909,34484,10.98,460
Karnataka,Chamarajanagar,0,1327,145529,733,0,648,490,15560,9.87,195
Karnataka,Bidar,0,1792,198397,1160,0,2993,1245,35313,5.75,275
Karnataka,Chikamagalur,0,335,193037,1719,0,690,893,20465,10.24,105
Karnataka,Bellary,346,3507,379767,1415,0,2317,1421,41948,5.08,296
Karnataka,Davanagere,25,5604,202811,2290,0,1155,1324,30197,4.45,301
Karnataka,Bangalore Rural,0,2297,142657,1107,0,1731,1246,29746,6.5,262
Karnataka,Kolar,64,2208,203747,2257,0,7925,8698,84930,5.3,537
Karnataka,Dharwad,0,1021,217325,478,0,1985,1428,39234,5.79,174
Karnataka,Haveri,0,340,130736,267,0,880,446,16473,6.56,80
Karnataka,Gadag,147,891,148090,803,0,1189,812,21016,13.23,277
Karnataka,Uttar Kannada,28,1706,209194,570,0,3300,1480,31966,10.27,514
Karnataka,Koppal,473,1032,199301,729,0,2363,966,24097,8.39,285
Karnataka,Kodagu,0,1484,94846,1061,0,970,1104,16607,7.99,196
Karnataka,Raichur,0,829,164959,229,0,4147,1476,28825,4.5,224
Karnataka,Yadgir,4516,549,127706,721,0,1418,711,15632,11.79,232
Karnataka,Udupi,0,7354,202932,2020,0,2294,2241,40586,4.58,442
Karnataka,Shimoga,0,2390,241715,1822,0,2098,1428,37615,8.51,382
Karnataka,Tumkur,48,4725,383188,3523,0,3991,2567,49121,6.59,574
Karnataka,Hassan,48,2313,286260,1222,0,3344,2322,43873,7.12,403
Karnataka,Mandya,0,4651,273870,1511,0,1822,1225,30409,4.74,307
Karnataka,Chikkaballapur,0,509,215827,428,0,2292,1278,25076,7.46,209
Karnataka,Ramanagara,0,1731,202007,1255,0,1327,946,20995,8.57,262
Karnataka,Vijayapura,46,2357,235789,919,0,1172,699,34213,7.96,281
Karnataka,BBMP,995,24649,1461183,15716,124,71571,45139,656533,2.01,1930
Kerala,Kasaragod,60,7413,266865,1052,0,1723,741,26717,2.34,214
Kerala,Thiruvananthapuram,0,437,685790,5313,0,6356,3733,115875,3.34,227
Kerala,Kannur,0,17504,454977,3610,0,2387,1632,57441,2.31,459
Kerala,Kollam,0,11186,477178,4340,0,3704,2218,64735,2.35,350
Kerala,Wayanad,0,3668,204484,944,0,1374,865,24484,3.13,158
Kerala,Pathanamthitta,0,6396,365375,1766,0,2055,1140,39459,3.3,279
Kerala,Alappuzha,0,7081,436864,2951,0,1497,1203,44857,3.52,302
Kerala,Malappuram,118,7466,488275,2386,0,2653,1136,65811,5.84,591
Kerala,Thrissur,0,1755,578503,1255,0,2400,1774,64839,5.17,215
Kerala,Kottayam,209,17184,413934,3026,0,370,1217,47305,2.31,406
Kerala,Kozhikode,0,13880,544289,4832,0,1296,855,68066,2.6,394
Kerala,Idukki,0,9100,223730,1991,0,244,574,23931,2.2,206
Kerala,Ernakulam,0,15493,684845,4422,0,1094,2186,102324,3.15,523
Kerala,Palakkad,0,1954,397369,3621,0,1381,1040,55760,6.15,205
Ladakh,Kargil,0,25,28312,51,234,2499,1358,20270,1.82,46
Ladakh,Leh,0,12,37448,11,0,3096,1382,26641,1.35,42
Lakshadweep,Lakshadweep,70,8,19838,50,0,86,232,4753,17.02,16
Madhya Pradesh,Bhopal,3967,1670,391128,1061,0,23647,12172,224480,2.82,713
Madhya Pradesh,Gwalior,195,1158,265057,493,12,10917,7533,114691,4.02,485
Madhya Pradesh,Indore,92,3406,605770,1889,0,32285,18151,274143,2.04,729
Madhya Pradesh,Jabalpur,168,1584,354099,1137,0,14011,8529,128826,2.08,325
Madhya Pradesh,Rewa,0,362,256455,300,202,4879,3372,56834,3.42,179
Madhya Pradesh,Sagar,2523,564,316412,343,0,5752,3533,55704,2.28,144
Madhya Pradesh,Ujjain,840,986,275228,711,0,10059,5629,81847,2.58,285
Madhya Pradesh,Mandsaur,0,183,101932,453,0,1206,1038,21031,0.79,11
Madhya Pradesh,Agar,47,165,39471,162,0,1452,793,13281,2.04,33
Madhya Pradesh,Shajapur,1208,186,82293,154,0,1964,1124,19265,4.19,90
Madhya Pradesh,Ratlam,0,862,119513,601,0,2666,1812,30521,4.59,162
Madhya Pradesh,Neemuch,0,187,76791,386,0,2262,1291,24733,1.27,31
Madhya Pradesh,Dewas,0,224,129631,244,0,2947,1891,32651,1.55,49
Madhya Pradesh,Tikamgarh,0,79,106531,62,0,1035,1103,23247,5.03,56
Madhya Pradesh,Panna,509,127,51423,97,81,681,869,17377,12.62,102
Madhya Pradesh,Damoh,101,168,81014,169,0,1136,1188,22302,5.83,76
Madhya Pradesh,Chhatarpur,100,279,140200,235,0,2152,1648,28455,2.43,59
Madhya Pradesh,Umaria,171,127,47254,163,61,603,672,11924,10.96,80
Madhya Pradesh,Singrauli,71,97,80571,61,0,1906,1163,20075,3.84,77
Madhya Pradesh,Sidhi,77,158,75780,84,39,1140,933,18220,7.09,92
Madhya Pradesh,Shahdol,0,42,125617,55,0,3481,1840,27285,3.6,127
Madhya Pradesh,Satna,389,156,182408,213,0,3845,2180,43853,2.72,109
Madhya Pradesh,Anuppur,0,0,57115,35,129,1402,823,14345,0.57,8
Madhya Pradesh,Mandla,0,115,77948,80,1,1433,1114,20611,4.01,62
Madhya Pradesh,Dindori,97,145,58224,96,156,600,474,12041,11.41,85
Madhya Pradesh,Chhindwara,0,402,157616,395,0,3137,2146,43151,1.72,61
Madhya Pradesh,Balaghat,338,518,160628,300,0,3290,2176,37643,1.89,72
Madhya Pradesh,Khandwa,0,766,101799,180,0,2882,1617,26101,1.97,72
Madhya Pradesh,Jhabua,0,91,45935,116,0,1753,1122,21830,0.33,6
Madhya Pradesh,Dhar,0,223,141396,192,0,5235,2813,46975,1.32,72
Madhya Pradesh,Burhanpur,0,194,78628,236,0,1365,910,16019,3.91,61
Madhya Pradesh,Barwani,118,330,60865,226,0,1969,1239,22477,0.91,21
Madhya Pradesh,Khargone,73,475,117186,446,0,2968,2023,35606,1.95,67
Madhya Pradesh,Shivpuri,71,100,115365,98,0,3938,2289,35733,2.28,92
Madhya Pradesh,Sheopur,0,173,43172,133,34,669,574,12890,6.89,58
Madhya Pradesh,Morena,0,628,132790,275,0,3559,2371,37295,2.46,103
Madhya Pradesh,Guna,38,317,106789,272,0,1940,1233,22660,1.91,43
Madhya Pradesh,Seoni,22,406,112535,447,0,2514,1511,25011,2.4,70
Madhya Pradesh,Datia,0,216,73644,175,0,1529,1027,17321,3.72,65
Madhya Pradesh,Bhind,0,503,125676,198,0,2101,2009,32765,2.15,56
Madhya Pradesh,Narsinghpur,0,186,97431,325,0,1967,1409,22486,3.58,77
Madhya Pradesh,Katni,47,296,114371,156,8,2593,1745,26357,2.8,81
